plateID,well,cmpdname,CONCuM,cmpdnum,VOLuL
plate_3,M05,comp24,4,comp24_4,
plate_3,M06,comp17,4,comp17_4,
plate_3,M07,comp29,4,comp29_4,
plate_3,M08,DMSO,0,DMSO_0,
plate_3,M09,comp31,3,comp31_3,
plate_3,M10,comp6,1,comp6_1,
plate_3,M11,ctrl1,1,ctrl1_1,
plate_3,M12,comp30,1,comp30_1,
plate_3,M13,comp38,1,comp38_1,
plate_3,M14,comp7,6,comp7_6,
plate_3,M15,comp5,7,comp5_7,
plate_3,M16,comp20,3,comp20_3,
plate_3,M17,DMSO,0,DMSO_0,
plate_3,M18,comp19,8,comp19_8,
plate_3,M19,comp22,6,comp22_6,
plate_3,M20,comp18,6,comp18_6,
plate_3,M21,comp23,4,comp23_4,
plate_3,M22,comp12,4,comp12_4,
plate_3,M23,ctrl1,1,ctrl1_1,
plate_3,M24,comp14,2,comp14_2,
plate_3,N01,comp8,5,comp8_5,
plate_3,N02,comp19,2,comp19_2,
plate_3,N03,DMSO,0,DMSO_0,
plate_3,N04,comp1,5,comp1_5,
plate_3,N05,comp10,4,comp10_4,
plate_3,N06,DMSO,0,DMSO_0,
plate_3,N07,comp12,3,comp12_3,
plate_3,N08,comp25,5,comp25_5,
plate_3,N09,comp2,3,comp2_3,
plate_3,N10,comp21,7,comp21_7,
plate_3,N11,comp26,3,comp26_3,
plate_3,N12,comp6,5,comp6_5,
plate_3,N13,ctrl7,1,ctrl7_1,
plate_3,N14,comp24,1,comp24_1,
plate_3,N15,comp13,2,comp13_2,
plate_3,N16,comp4,2,comp4_2,
plate_3,N17,comp14,4,comp14_4,
plate_3,N18,comp18,1,comp18_1,
plate_3,N19,comp3,2,comp3_2,
plate_3,N20,comp34,2,comp34_2,
plate_3,N21,comp5,8,comp5_8,
plate_3,N22,ctrl2,1,ctrl2_1,
plate_3,N23,comp28,5,comp28_5,
plate_3,N24,comp15,1,comp15_1,
plate_3,O01,comp39,1,comp39_1,
plate_3,O02,ctrl8,1,ctrl8_1,
plate_3,O03,comp37,3,comp37_3,
plate_3,O04,comp11,1,comp11_1,
plate_3,O05,comp4,1,comp4_1,
plate_3,O06,comp40,4,comp40_4,
plate_3,O07,comp15,5,comp15_5,
plate_3,O08,comp36,4,comp36_4,
plate_3,O09,comp17,3,comp17_3,
plate_3,O10,comp13,8,comp13_8,
plate_3,O11,comp22,2,comp22_2,
plate_3,O12,DMSO,0,DMSO_0,
plate_3,O13,comp10,7,comp10_7,
plate_3,O14,comp1,7,comp1_7,
plate_3,O15,comp29,1,comp29_1,
plate_3,O16,comp33,1,comp33_1,
plate_3,O17,comp31,8,comp31_8,
plate_3,O18,DMSO,0,DMSO_0,
plate_3,O19,comp28,2,comp28_2,
plate_3,O20,comp35,4,comp35_4,
plate_3,O21,comp2,5,comp2_5,
plate_3,O22,comp25,8,comp25_8,
plate_3,O23,comp8,7,comp8_7,
plate_3,O24,ctrl4,1,ctrl4_1,
plate_3,P01,comp33,3,comp33_3,
plate_3,P02,comp17,2,comp17_2,
plate_3,P03,comp2,8,comp2_8,
plate_3,P04,comp19,5,comp19_5,
plate_3,P05,comp5,2,comp5_2,
plate_3,P06,comp9,6,comp9_6,
plate_3,P07,DMSO,0,DMSO_0,
plate_3,P08,comp1,8,comp1_8,
plate_3,P09,comp34,8,comp34_8,
plate_3,P10,ctrl4,1,ctrl4_1,
plate_3,P11,comp32,1,comp32_1,
plate_3,P12,comp21,3,comp21_3,
plate_3,P13,comp31,1,comp31_1,
plate_3,P14,comp40,2,comp40_2,
plate_3,P15,DMSO,0,DMSO_0,
plate_3,P16,comp22,3,comp22_3,
plate_3,P17,comp30,4,comp30_4,
plate_3,P18,comp36,8,comp36_8,
plate_3,P19,comp27,3,comp27_3,
plate_3,P20,comp37,8,comp37_8,
plate_3,P21,ctrl8,1,ctrl8_1,
plate_3,P22,comp38,5,comp38_5,
plate_3,P23,comp35,3,comp35_3,
plate_3,P24,comp29,8,comp29_8,
